code_name,href,context
C02N,/?code=C02N&showdescription=yes,COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02
C03A,/?code=C03A&showdescription=yes,"LOW-CEILING DIURETICS, THIAZIDES"
C03B,/?code=C03B&showdescription=yes,"LOW-CEILING DIURETICS, EXCL. THIAZIDES"
C03C,/?code=C03C&showdescription=yes,HIGH-CEILING DIURETICS
C03D,/?code=C03D&showdescription=yes,POTASSIUM-SPARING AGENTS
C03E,/?code=C03E&showdescription=yes,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION
C03X,/?code=C03X&showdescription=yes,OTHER DIURETICS
C04A,/?code=C04A&showdescription=yes,PERIPHERAL VASODILATORS
C05A,/?code=C05A&showdescription=yes,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
C05B,/?code=C05B&showdescription=yes,ANTIVARICOSE THERAPY
C05C,/?code=C05C&showdescription=yes,CAPILLARY STABILIZING AGENTS
C07A,/?code=C07A&showdescription=yes,BETA BLOCKING AGENTS
C07B,/?code=C07B&showdescription=yes,BETA BLOCKING AGENTS AND THIAZIDES
C07C,/?code=C07C&showdescription=yes,BETA BLOCKING AGENTS AND OTHER DIURETICS
C07D,/?code=C07D&showdescription=yes,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS"
C07E,/?code=C07E&showdescription=yes,BETA BLOCKING AGENTS AND VASODILATORS
C07F,/?code=C07F&showdescription=yes,"BETA BLOCKING AGENTS, OTHER COMBINATIONS"
C08C,/?code=C08C&showdescription=yes,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C08D,/?code=C08D&showdescription=yes,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
C08E,/?code=C08E&showdescription=yes,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS
C08G,/?code=C08G&showdescription=yes,CALCIUM CHANNEL BLOCKERS AND DIURETICS
C09A,/?code=C09A&showdescription=yes,"ACE INHIBITORS, PLAIN"
C09B,/?code=C09B&showdescription=yes,"ACE INHIBITORS, COMBINATIONS"
C09C,/?code=C09C&showdescription=yes,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN"
C09D,/?code=C09D&showdescription=yes,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS"
C09X,/?code=C09X&showdescription=yes,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C10A,/?code=C10A&showdescription=yes,"LIPID MODIFYING AGENTS, PLAIN"
C10B,/?code=C10B&showdescription=yes,"LIPID MODIFYING AGENTS, COMBINATIONS"
D01A,/?code=D01A&showdescription=yes,ANTIFUNGALS FOR TOPICAL USE
D01B,/?code=D01B&showdescription=yes,ANTIFUNGALS FOR SYSTEMIC USE
D02A,/?code=D02A&showdescription=yes,EMOLLIENTS AND PROTECTIVES
D02B,/?code=D02B&showdescription=yes,PROTECTIVES AGAINST UV-RADIATION
D03A,/?code=D03A&showdescription=yes,CICATRIZANTS
D03B,/?code=D03B&showdescription=yes,ENZYMES
D04A,/?code=D04A&showdescription=yes,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
D05A,/?code=D05A&showdescription=yes,ANTIPSORIATICS FOR TOPICAL USE
D05B,/?code=D05B&showdescription=yes,ANTIPSORIATICS FOR SYSTEMIC USE
D06A,/?code=D06A&showdescription=yes,ANTIBIOTICS FOR TOPICAL USE
D06B,/?code=D06B&showdescription=yes,CHEMOTHERAPEUTICS FOR TOPICAL USE
D06C,/?code=D06C&showdescription=yes,"ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS"
D07A,/?code=D07A&showdescription=yes,"CORTICOSTEROIDS, PLAIN"
D07B,/?code=D07B&showdescription=yes,"CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS"
D07C,/?code=D07C&showdescription=yes,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS"
D07X,/?code=D07X&showdescription=yes,"CORTICOSTEROIDS, OTHER COMBINATIONS"
D08A,/?code=D08A&showdescription=yes,ANTISEPTICS AND DISINFECTANTS
D09A,/?code=D09A&showdescription=yes,MEDICATED DRESSINGS
D10A,/?code=D10A&showdescription=yes,ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10B,/?code=D10B&showdescription=yes,ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE
D11A,/?code=D11A&showdescription=yes,OTHER DERMATOLOGICAL PREPARATIONS
G01A,/?code=G01A&showdescription=yes,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS"
G01B,/?code=G01B&showdescription=yes,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS
G02A,/?code=G02A&showdescription=yes,UTEROTONICS
G02B,/?code=G02B&showdescription=yes,CONTRACEPTIVES FOR TOPICAL USE
G02C,/?code=G02C&showdescription=yes,OTHER GYNECOLOGICALS
G03A,/?code=G03A&showdescription=yes,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE
G03B,/?code=G03B&showdescription=yes,ANDROGENS
G03C,/?code=G03C&showdescription=yes,ESTROGENS
G03D,/?code=G03D&showdescription=yes,PROGESTOGENS
G03E,/?code=G03E&showdescription=yes,ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION
G03F,/?code=G03F&showdescription=yes,PROGESTOGENS AND ESTROGENS IN COMBINATION
G03G,/?code=G03G&showdescription=yes,GONADOTROPINS AND OTHER OVULATION STIMULANTS
G03H,/?code=G03H&showdescription=yes,ANTIANDROGENS
G03X,/?code=G03X&showdescription=yes,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G04B,/?code=G04B&showdescription=yes,UROLOGICALS
G04C,/?code=G04C&showdescription=yes,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
H01A,/?code=H01A&showdescription=yes,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES
H01B,/?code=H01B&showdescription=yes,POSTERIOR PITUITARY LOBE HORMONES
H01C,/?code=H01C&showdescription=yes,HYPOTHALAMIC HORMONES
H02A,/?code=H02A&showdescription=yes,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN"
H02B,/?code=H02B&showdescription=yes,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS"
H02C,/?code=H02C&showdescription=yes,ANTIADRENAL PREPARATIONS
H03A,/?code=H03A&showdescription=yes,THYROID PREPARATIONS
H03B,/?code=H03B&showdescription=yes,ANTITHYROID PREPARATIONS
H03C,/?code=H03C&showdescription=yes,IODINE THERAPY
H04A,/?code=H04A&showdescription=yes,GLYCOGENOLYTIC HORMONES
H05A,/?code=H05A&showdescription=yes,PARATHYROID HORMONES AND ANALOGUES
H05B,/?code=H05B&showdescription=yes,ANTI-PARATHYROID AGENTS
J01A,/?code=J01A&showdescription=yes,TETRACYCLINES
J01B,/?code=J01B&showdescription=yes,AMPHENICOLS
J01C,/?code=J01C&showdescription=yes,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS"
J01D,/?code=J01D&showdescription=yes,OTHER BETA-LACTAM ANTIBACTERIALS
J01E,/?code=J01E&showdescription=yes,SULFONAMIDES AND TRIMETHOPRIM
J01F,/?code=J01F&showdescription=yes,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS"
J01G,/?code=J01G&showdescription=yes,AMINOGLYCOSIDE ANTIBACTERIALS
J01M,/?code=J01M&showdescription=yes,QUINOLONE ANTIBACTERIALS
J01R,/?code=J01R&showdescription=yes,COMBINATIONS OF ANTIBACTERIALS
J01X,/?code=J01X&showdescription=yes,OTHER ANTIBACTERIALS
J02A,/?code=J02A&showdescription=yes,ANTIMYCOTICS FOR SYSTEMIC USE
J04A,/?code=J04A&showdescription=yes,DRUGS FOR TREATMENT OF TUBERCULOSIS
J04B,/?code=J04B&showdescription=yes,DRUGS FOR TREATMENT OF LEPRA
J05A,/?code=J05A&showdescription=yes,DIRECT ACTING ANTIVIRALS
J06A,/?code=J06A&showdescription=yes,IMMUNE SERA
J06B,/?code=J06B&showdescription=yes,IMMUNOGLOBULINS
J07A,/?code=J07A&showdescription=yes,BACTERIAL VACCINES
J07B,/?code=J07B&showdescription=yes,VIRAL VACCINES
J07C,/?code=J07C&showdescription=yes,"BACTERIAL AND VIRAL VACCINES, COMBINED"
J07X,/?code=J07X&showdescription=yes,OTHER VACCINES
L01A,/?code=L01A&showdescription=yes,ALKYLATING AGENTS
L01B,/?code=L01B&showdescription=yes,ANTIMETABOLITES
L01C,/?code=L01C&showdescription=yes,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS
L01D,/?code=L01D&showdescription=yes,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES
L01E,/?code=L01E&showdescription=yes,PROTEIN KINASE INHIBITORS
L01X,/?code=L01X&showdescription=yes,OTHER ANTINEOPLASTIC AGENTS
L02A,/?code=L02A&showdescription=yes,HORMONES AND RELATED AGENTS
L02B,/?code=L02B&showdescription=yes,HORMONE ANTAGONISTS AND RELATED AGENTS
L03A,/?code=L03A&showdescription=yes,IMMUNOSTIMULANTS
L04A,/?code=L04A&showdescription=yes,IMMUNOSUPPRESSANTS
M01A,/?code=M01A&showdescription=yes,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS"
M01B,/?code=M01B&showdescription=yes,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION
M01C,/?code=M01C&showdescription=yes,SPECIFIC ANTIRHEUMATIC AGENTS
M02A,/?code=M02A&showdescription=yes,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M03A,/?code=M03A&showdescription=yes,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS"
M03B,/?code=M03B&showdescription=yes,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS"
M03C,/?code=M03C&showdescription=yes,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS"
M04A,/?code=M04A&showdescription=yes,ANTIGOUT PREPARATIONS
M05B,/?code=M05B&showdescription=yes,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION
M09A,/?code=M09A&showdescription=yes,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM
N01A,/?code=N01A&showdescription=yes,"ANESTHETICS, GENERAL"
N01B,/?code=N01B&showdescription=yes,"ANESTHETICS, LOCAL"
N02A,/?code=N02A&showdescription=yes,OPIOIDS
N02B,/?code=N02B&showdescription=yes,OTHER ANALGESICS AND ANTIPYRETICS
N02C,/?code=N02C&showdescription=yes,ANTIMIGRAINE PREPARATIONS
N03A,/?code=N03A&showdescription=yes,ANTIEPILEPTICS
N04A,/?code=N04A&showdescription=yes,ANTICHOLINERGIC AGENTS
N04B,/?code=N04B&showdescription=yes,DOPAMINERGIC AGENTS
N04C,/?code=N04C&showdescription=yes,OTHER ANTIPARKINSON DRUGS
N05A,/?code=N05A&showdescription=yes,ANTIPSYCHOTICS
N05B,/?code=N05B&showdescription=yes,ANXIOLYTICS
N05C,/?code=N05C&showdescription=yes,HYPNOTICS AND SEDATIVES
N06A,/?code=N06A&showdescription=yes,ANTIDEPRESSANTS
N06B,/?code=N06B&showdescription=yes,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS"
N06C,/?code=N06C&showdescription=yes,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION
N06D,/?code=N06D&showdescription=yes,ANTI-DEMENTIA DRUGS
N07A,/?code=N07A&showdescription=yes,PARASYMPATHOMIMETICS
N07B,/?code=N07B&showdescription=yes,DRUGS USED IN ADDICTIVE DISORDERS
N07C,/?code=N07C&showdescription=yes,ANTIVERTIGO PREPARATIONS
N07X,/?code=N07X&showdescription=yes,OTHER NERVOUS SYSTEM DRUGS
P01A,/?code=P01A&showdescription=yes,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
P01B,/?code=P01B&showdescription=yes,ANTIMALARIALS
P01C,/?code=P01C&showdescription=yes,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
P02B,/?code=P02B&showdescription=yes,ANTITREMATODALS
P02C,/?code=P02C&showdescription=yes,ANTINEMATODAL AGENTS
P02D,/?code=P02D&showdescription=yes,ANTICESTODALS
P03A,/?code=P03A&showdescription=yes,"ECTOPARASITICIDES, INCL. SCABICIDES"
P03B,/?code=P03B&showdescription=yes,INSECTICIDES AND REPELLENTS
R01A,/?code=R01A&showdescription=yes,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01B,/?code=R01B&showdescription=yes,NASAL DECONGESTANTS FOR SYSTEMIC USE
R02A,/?code=R02A&showdescription=yes,THROAT PREPARATIONS
R03A,/?code=R03A&showdescription=yes,"ADRENERGICS, INHALANTS"
R03B,/?code=R03B&showdescription=yes,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS"
R03C,/?code=R03C&showdescription=yes,ADRENERGICS FOR SYSTEMIC USE
R03D,/?code=R03D&showdescription=yes,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R05C,/?code=R05C&showdescription=yes,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS"
R05D,/?code=R05D&showdescription=yes,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS"
R05F,/?code=R05F&showdescription=yes,"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS"
R05X,/?code=R05X&showdescription=yes,OTHER COLD PREPARATIONS
R06A,/?code=R06A&showdescription=yes,ANTIHISTAMINES FOR SYSTEMIC USE
R07A,/?code=R07A&showdescription=yes,OTHER RESPIRATORY SYSTEM PRODUCTS
S01A,/?code=S01A&showdescription=yes,ANTIINFECTIVES
S01B,/?code=S01B&showdescription=yes,ANTIINFLAMMATORY AGENTS
S01C,/?code=S01C&showdescription=yes,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION
S01E,/?code=S01E&showdescription=yes,ANTIGLAUCOMA PREPARATIONS AND MIOTICS
S01F,/?code=S01F&showdescription=yes,MYDRIATICS AND CYCLOPLEGICS
S01G,/?code=S01G&showdescription=yes,DECONGESTANTS AND ANTIALLERGICS
S01H,/?code=S01H&showdescription=yes,LOCAL ANESTHETICS
S01J,/?code=S01J&showdescription=yes,DIAGNOSTIC AGENTS
S01K,/?code=S01K&showdescription=yes,SURGICAL AIDS
S01L,/?code=S01L&showdescription=yes,OCULAR VASCULAR DISORDER AGENTS
S01X,/?code=S01X&showdescription=yes,OTHER OPHTHALMOLOGICALS
S02A,/?code=S02A&showdescription=yes,ANTIINFECTIVES
S02B,/?code=S02B&showdescription=yes,CORTICOSTEROIDS
S02C,/?code=S02C&showdescription=yes,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S02D,/?code=S02D&showdescription=yes,OTHER OTOLOGICALS
S03A,/?code=S03A&showdescription=yes,ANTIINFECTIVES
S03B,/?code=S03B&showdescription=yes,CORTICOSTEROIDS
S03C,/?code=S03C&showdescription=yes,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S03D,/?code=S03D&showdescription=yes,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
V01A,/?code=V01A&showdescription=yes,ALLERGENS
V03A,/?code=V03A&showdescription=yes,ALL OTHER THERAPEUTIC PRODUCTS
V04B,/?code=V04B&showdescription=yes,URINE TESTS
V04C,/?code=V04C&showdescription=yes,OTHER DIAGNOSTIC AGENTS
V06A,/?code=V06A&showdescription=yes,DIET FORMULATIONS FOR TREATMENT OF OBESITY
V06B,/?code=V06B&showdescription=yes,PROTEIN SUPPLEMENTS
V06C,/?code=V06C&showdescription=yes,INFANT FORMULAS
V06D,/?code=V06D&showdescription=yes,OTHER NUTRIENTS
V07A,/?code=V07A&showdescription=yes,ALL OTHER NON-THERAPEUTIC PRODUCTS
V08A,/?code=V08A&showdescription=yes,"X-RAY CONTRAST MEDIA, IODINATED"
V08B,/?code=V08B&showdescription=yes,"X-RAY CONTRAST MEDIA, NON-IODINATED"
V08C,/?code=V08C&showdescription=yes,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA
V08D,/?code=V08D&showdescription=yes,ULTRASOUND CONTRAST MEDIA
V09A,/?code=V09A&showdescription=yes,CENTRAL NERVOUS SYSTEM
V09B,/?code=V09B&showdescription=yes,SKELETON
V09C,/?code=V09C&showdescription=yes,RENAL SYSTEM
V09D,/?code=V09D&showdescription=yes,HEPATIC AND RETICULO ENDOTHELIAL SYSTEM
V09E,/?code=V09E&showdescription=yes,RESPIRATORY SYSTEM
V09F,/?code=V09F&showdescription=yes,THYROID
V09G,/?code=V09G&showdescription=yes,CARDIOVASCULAR SYSTEM
V09H,/?code=V09H&showdescription=yes,INFLAMMATION AND INFECTION DETECTION
V09I,/?code=V09I&showdescription=yes,TUMOUR DETECTION
V09X,/?code=V09X&showdescription=yes,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS
V10A,/?code=V10A&showdescription=yes,ANTIINFLAMMATORY AGENTS
V10B,/?code=V10B&showdescription=yes,PAIN PALLIATION (BONE SEEKING AGENTS)
V10X,/?code=V10X&showdescription=yes,OTHER THERAPEUTIC RADIOPHARMACEUTICALS
